Fiscal Year,Service,Department,Division,Position Number,Job Title,Total Salary
2017,Public Safety,Police,Patrol,P465-026,Police Officer,76441.00
2017,Public Safety,Police,Patrol,P465-027,Police Officer,75992.00
2017,Public Safety,Police,Patrol,P465-030,Police Officer,76364.00
2017,Public Safety,Police,Traffic Enforcement,P465-034,Police Officer,76364.00
2017,Public Safety,Police,Patrol,P465-035,Police Officer,75992.00
2017,Public Safety,Police,Criminal Investigations,P465-036,Police Officer,76364.00
2017,Public Safety,Police,Patrol,P465-037,Police Officer,76660.00
2017,Public Safety,Police,Patrol,P465-038,Police Officer,74777.00
2017,Public Safety,Police,Community Relations,P465-040,Police Officer,76364.00
2017,Public Safety,Police,Patrol,P465-041,Police Officer,76441.00
2017,Public Safety,Police,Patrol,P465-042,Police Officer,74777.00
2017,Public Safety,Police,Criminal Investigations,P465-043,Police Officer,73143.00
2017,Public Safety,Police,Patrol,P465-045,Police Officer,76364.00
2017,Public Safety,Police,Special Investigations,P465-047,Police Officer,75992.00
2017,Public Safety,Police,Traffic Enforcement,P465-048,Police Officer,72475.00
2017,Public Safety,Police,Special Investigations,P465-049,Police Officer,76441.00
2017,Public Safety,Police,Administration,P465-050,Police Officer,73570.00
2017,Public Safety,Police,Patrol,P465-051,Police Officer,74558.00
2017,Public Safety,Police,Criminal Investigations,P465-052,Police Officer,76660.00
2017,Public Safety,Police,Special Investigations,P465-053,Police Officer,76660.00
2017,Public Safety,Police,Criminal Investigations,P465-054,Police Officer,75992.00
2017,Public Safety,Police,Criminal Investigations,P465-055,Police Officer,76660.00
2017,Public Safety,Police,Patrol,P465-057,Police Officer,76441.00
2017,Public Safety,Police,Patrol,P465-060,Police Officer,70347.00
2017,Public Safety,Police,Patrol,P465-062,Police Officer,74109.00
2017,Public Safety,Police,Patrol,P465-063,Police Officer,76441.00
2017,Public Safety,Police,Patrol,P465-065,Police Officer,75441.00
2017,Public Safety,Police,Patrol,P465-066,Police Officer,76660.00
2017,Public Safety,Police,Patrol,P465-067,Police Officer,76660.00
2017,Public Safety,Police,Youth & Family Services,P465-068,Police Officer,74558.00
2017,Public Safety,Police,Patrol,P465-069,Police Officer,74558.00
2017,Public Safety,Police,Patrol,P465-072,Police Officer,75441.00
2017,Public Safety,Police,Patrol,P465-073,Police Officer,75441.00
2017,Public Safety,Police,Criminal Investigations,P465-076,Police Officer,76441.00
2017,Public Safety,Police,Patrol,P465-077,Police Officer,76364.00
2017,Public Safety,Police,Special Investigations,P465-078,Police Officer,75992.00
2017,Public Safety,Police,Patrol,P465-079,Police Officer,74109.00
2017,Public Safety,Police,Patrol,P465-080,Police Officer,74777.00
2017,Public Safety,Police,Patrol,P465-084,Police Officer,76660.00
2017,Public Safety,Police,Patrol,P465-085,Police Officer,76660.00
2017,Public Safety,Police,Patrol,P465-086,Police Officer,76660.00
2017,Public Safety,Police,Youth & Family Services,P465-089,Police Officer,74558.00
2017,Public Safety,Police,Patrol,P465-090,Police Officer,74777.00
2017,Public Safety,Police,Special Investigations,P465-092,Police Officer,76441.00
2017,Public Safety,Police,Patrol,P465-094,Police Officer,76364.00
2017,Public Safety,Police,Patrol,P465-095,Police Officer,76364.00
2017,Public Safety,Police,Patrol,P465-097,Police Officer,76660.00
2017,Public Safety,Police,Special Investigations,P465-098,Police Officer,76441.00
2017,Public Safety,Police,Patrol,P465-099,Police Officer,74481.00
2017,Public Safety,Police,Patrol,P465-100,Police Officer,76660.00
2017,Public Safety,Police,Patrol,P465-101,Police Officer,61930.00
2017,Public Safety,Police,Criminal Investigations,P465-104,Police Officer,76660.00
2017,Public Safety,Police,Special Investigations,P465-106,Police Officer,76364.00
2017,Public Safety,Police,Patrol,P465-108,Police Officer,75441.00
2017,Public Safety,Police,Community Relations,P465-109,Police Officer,76660.00
2017,Public Safety,Police,Patrol,P465-110,Police Officer,76441.00
2017,Public Safety,Police,Patrol,P465-111,Police Officer,75441.00
2017,Public Safety,Police,Community Relations,P465-112,Police Officer,75992.00
2017,Public Safety,Police,Patrol,P465-113,Police Officer,74558.00
2017,Public Safety,Police,Criminal Investigations,P465-114,Police Officer,73143.00
2017,Public Safety,Police,Patrol,P465-115,Police Officer,74481.00
2017,Public Safety,Police,Patrol,P465-116,Police Officer,73681.00
2017,Public Safety,Police,Patrol,P465-117,Police Officer,74777.00
2017,Public Safety,Police,Patrol,P465-120,Police Officer,74558.00
2017,Public Safety,Police,Patrol,P465-121,Police Officer,74481.00
2017,Public Safety,Police,Patrol,P465-122,Police Officer,75441.00
2017,Public Safety,Police,Patrol,P465-123,Police Officer,76660.00
2017,Public Safety,Police,Youth & Family Services,P465-124,Police Officer,76364.00
2017,Public Safety,Police,Traffic Enforcement,P465-126,Police Officer,76441.00
2017,Public Safety,Police,Patrol,P465-127,Police Officer,74558.00
2017,Public Safety,Police,Patrol,P465-131,Police Officer,74558.00
2017,Public Safety,Police,Patrol,P465-133,Police Officer,76441.00
2017,Public Safety,Police,Patrol,P465-134,Police Officer,61930.00
2017,Public Safety,Police,Patrol,P465-135,Police Officer,64506.00
2017,Public Safety,Police,Tactical Operations,P465-136,Police Officer,76660.00
2017,Public Safety,Police,Traffic Enforcement,P465-137,Police Officer,72048.00
2017,Public Safety,Police,Traffic Enforcement,P465-138,Police Officer,72928.00
2017,Public Safety,Police,Patrol,P465-139,Police Officer,74558.00
2017,Public Safety,Police,Patrol,P465-141,Police Officer,41136.00
2017,Public Safety,Police,Special Investigations,P465-142,Police Officer,76660.00
2017,Public Safety,Police,Patrol,P465-143,Police Officer,70763.00
2017,Public Safety,Police,Patrol,P465-144,Police Officer,76660.00
2017,Public Safety,Police,Patrol,P465-145,Police Officer,76660.00
2017,Public Safety,Police,Youth & Family Services,P465-146,Police Officer,73143.00
2017,Public Safety,Police,Patrol,P465-147,Police Officer,62308.00
2017,Public Safety,Police,Patrol,P465-148,Police Officer,76364.00
2017,Public Safety,Police,Patrol,P465-149,Police Officer,64506.00
2017,Public Safety,Police,Criminal Investigations,P465-150,Police Officer,76441.00
2017,Public Safety,Police,Traffic Enforcement,P465-151,Police Officer,72475.00
2017,Public Safety,Police,Patrol,P465-153,Police Officer,62685.00
2017,Public Safety,Police,Patrol,P465-154,Police Officer,74109.00
2017,Public Safety,Police,Patrol,P465-155,Police Officer,75564.00
2017,Public Safety,Police,Patrol,P465-156,Police Officer,74481.00
2017,Public Safety,Police,Special Investigations,P465-157,Police Officer,76660.00
2017,Public Safety,Police,Patrol,P465-158,Police Officer,75992.00
2017,Public Safety,Police,Patrol,P465-159,Police Officer,74558.00
2017,Public Safety,Police,Tactical Operations,P465-162,Police Officer,76660.00
2017,Public Safety,Police,Traffic Enforcement,P465-164,Police Officer,76441.00
2017,Public Safety,Police,Community Relations,P465-165,Police Officer,76441.00
2017,Public Safety,Police,Patrol,P465-166,Police Officer,74777.00
2017,Public Safety,Police,Patrol,P465-167,Police Officer,74777.00
2017,Public Safety,Police,Patrol,P465-168,Police Officer,76660.00
2017,Public Safety,Police,Community Relations,P465-169,Police Officer,76364.00
2017,Public Safety,Police,Criminal Investigations,P465-170,Police Officer,76660.00
2017,Public Safety,Police,Patrol,P465-171,Police Officer,76441.00
2017,Public Safety,Police,Patrol,P465-172,Police Officer,74777.00
2017,Public Safety,Police,Criminal Investigations,P465-173,Police Officer,72928.00
2017,Public Safety,Police,Traffic Enforcement,P465-174,Police Officer,72048.00
2017,Public Safety,Police,Patrol,P465-175,Police Officer,76660.00
2017,Public Safety,Police,Patrol,P465-176,Police Officer,74558.00
2017,Public Safety,Police,Patrol,P465-177,Police Officer,74109.00
2017,Public Safety,Police,Patrol,P465-178,Police Officer,75992.00
2017,Public Safety,Police,Patrol,P465-179,Police Officer,76441.00
2017,Public Safety,Police,Patrol,P465-180,Police Officer,69932.00
2017,Public Safety,Police,Patrol,P465-182,Police Officer,76441.00
2017,Public Safety,Police,Patrol,P465-183,Police Officer,76441.00
2017,Public Safety,Police,Patrol,P465-185,Police Officer,69932.00
2017,Public Safety,Police,Traffic Enforcement,P465-187,Police Officer,72475.00
2017,Public Safety,Police,Patrol,P465-188,Police Officer,41136.00
2017,Public Safety,Police,Criminal Investigations,P465-189,Police Officer,72928.00
2017,Public Safety,Police,Community Relations,P465-190,Police Officer,76364.00
2017,Public Safety,Police,Criminal Investigations,P465-191,Police Officer,76441.00
2017,Public Safety,Police,Patrol,P465-196,Police Officer,76660.00
2017,Public Safety,Police,Criminal Investigations,P465-197,Police Officer,72928.00
2017,Public Safety,Police,Patrol,P465-198,Police Officer,76441.00
2017,Public Safety,Police,Traffic Enforcement,P465-199,Police Officer,76441.00
2017,Public Safety,Police,Patrol,P465-200,Police Officer,74481.00
2017,Public Safety,Police,Criminal Investigations,P465-202,Police Officer,72928.00
2017,Public Safety,Police,Traffic Enforcement,P465-204,Police Officer,72847.00
2017,Public Safety,Police,Patrol,P465-205,Police Officer,75441.00
2017,Public Safety,Police,Patrol,P465-206,Police Officer,74777.00
2017,Public Safety,Police,Patrol,P465-209,Police Officer,76660.00
2017,Public Safety,Police,Patrol,P465-210,Police Officer,64506.00
2017,Public Safety,Police,Criminal Investigations,P465-213,Police Officer,72928.00
2017,Public Safety,Police,Patrol,P465-215,Police Officer,75527.00
2017,Public Safety,Police,Patrol,P465-219,Police Officer,76364.00
2017,Public Safety,Police,Patrol,P465-220,Police Officer,62685.00
2017,Public Safety,Police,Patrol,P465-221,Police Officer,75564.00
2017,Public Safety,Police,Patrol,P465-222,Police Officer,74558.00
2017,Public Safety,Police,Patrol,P465-223,Police Officer,76364.00
2017,Public Safety,Police,Patrol,P465-225,Police Officer,70970.00
2017,Public Safety,Police,Youth & Family Services,P465-226,Police Officer,74481.00
2017,Public Safety,Police,Community Relations,P465-227,Police Officer,76660.00
2017,Public Safety,Police,Patrol,P465-228,Police Officer,76441.00
2017,Public Safety,Police,Patrol,P465-231,Police Officer,74777.00
2017,Public Safety,Police,Patrol,P465-232,Police Officer,41136.00
2017,Public Safety,Police,Patrol,P465-233,Police Officer,76660.00
2017,Public Safety,Police,Patrol,P465-234,Police Officer,76441.00
2017,Public Safety,Police,Patrol,P465-237,Police Officer,69932.00
2017,Public Safety,Police,Patrol,P465-240,Police Officer,76364.00
2017,Public Safety,Police,Criminal Investigations,P465-241,Police Officer,76441.00
2017,Public Safety,Police,Patrol,P465-242,Police Officer,76441.00
2017,Public Safety,Police,Patrol,P465-243,Police Officer,69932.00
2017,Public Safety,Police,Patrol,P465-244,Police Officer,76660.00
2017,Public Safety,Police,Patrol,P465-245,Police Officer,76660.00
2017,Public Safety,Police,Youth & Family Services,P465-246,Police Officer,74777.00
2017,Public Safety,Police,Traffic Enforcement,P465-247,Police Officer,73143.00
2017,Public Safety,Police,Patrol,P465-250,Police Officer,76364.00
2017,Public Safety,Police,Patrol,P465-251,Police Officer,76441.00
2017,Public Safety,Police,Criminal Investigations,P465-252,Police Officer,76660.00
2017,Public Safety,Police,Patrol,P465-253,Police Officer,75564.00
2017,Public Safety,Police,Tactical Operations,P465-254,Police Officer,76441.00
2017,Public Safety,Police,Patrol,P465-255,Police Officer,74481.00
2017,Public Safety,Police,Traffic Enforcement,P465-256,Police Officer,72928.00
2017,Public Safety,Police,Patrol,P465-257,Police Officer,76660.00
2017,Public Safety,Police,Patrol,P465-258,Police Officer,74109.00
2017,Public Safety,Police,Criminal Investigations,P465-259,Police Officer,76441.00
2017,Public Safety,Police,Criminal Investigations,P465-260,Police Officer,73143.00
2017,Public Safety,Police,Patrol,P465-261,Police Officer,74777.00
2017,Public Safety,Police,Criminal Investigations,P465-262,Police Officer,76660.00
2017,Public Safety,Police,Patrol,P465-263,Police Officer,74109.00
2017,Public Safety,Police,Patrol,P465-264,Police Officer,62873.00
2017,Public Safety,Police,Community Relations,P465-265,Police Officer,76660.00
2017,Public Safety,Police,Patrol,P465-266,Police Officer,74558.00
2017,Public Safety,Police,Patrol,P465-267,Police Officer,76364.00
2017,Public Safety,Police,Youth & Family Services,P465-268,Police Officer,76660.00
2017,Public Safety,Police,Tactical Operations,P465-269,Police Officer,75992.00
2017,Public Safety,Police,Patrol,P465-270,Police Officer,76660.00
2017,Public Safety,Police,Traffic Enforcement,P465-271,Police Officer,76441.00
2017,Public Safety,Police,Patrol,P465-272,Police Officer,76364.00
2017,Public Safety,Police,Administration,P465-273,Police Officer,72928.00
2017,Public Safety,Police,Patrol,P465-274,Police Officer,76364.00
2017,Public Safety,Police,Patrol,P465-278,Police Officer,75441.00
